"Exchange","Asset Class","Sub Group","Product Name","Product Code","Clearing Org","Maintenance Som Rate","Currency"
"CMX","METALS","GMW","GOLD FUTURES","CX-GC","CME","35","USD"
"CMX","METALS","GWR","GOLD FUTURES","CX-GC","CME","35","USD"
"CMX","METALS","GWT","GOLD FUTURES","CX-GC","CME","35","USD"
"CMX","METALS","GWW","GOLD FUTURES","CX-GC","CME","35","USD"
"CMX","METALS","H1E","COPPER FUTURES","CX-HG","CME","30","USD"
"CMX","METALS","H1M","COPPER FUTURES","CX-HG","CME","30","USD"
"CMX","METALS","H1R","COPPER FUTURES","CX-HG","CME","30","USD"
"CMX","METALS","H1T","COPPER FUTURES","CX-HG","CME","30","USD"
"CMX","METALS","H1W","COPPER FUTURES","CX-HG","CME","30","USD"
"CMX","METALS","H2E","COPPER FUTURES","CX-HG","CME","30","USD"
"CMX","METALS","H2M","COPPER FUTURES","CX-HG","CME","30","USD"
"CMX","METALS","H2R","COPPER FUTURES","CX-HG","CME","30","USD"
"CMX","METALS","H2T","COPPER FUTURES","CX-HG","CME","30","USD"
"CMX","METALS","H2W","COPPER FUTURES","CX-HG","CME","30","USD"
"CMX","METALS","H3E","COPPER FUTURES","CX-HG","CME","30","USD"
"CMX","METALS","H3M","COPPER FUTURES","CX-HG","CME","30","USD"
"CMX","METALS","H3R","COPPER FUTURES","CX-HG","CME","30","USD"
"CMX","METALS","H3T","COPPER FUTURES","CX-HG","CME","30","USD"
"CMX","METALS","H3W","COPPER FUTURES","CX-HG","CME","30","USD"
"CMX","METALS","H4E","COPPER FUTURES","CX-HG","CME","30","USD"
"CMX","METALS","H4M","COPPER FUTURES","CX-HG","CME","30","USD"
"CMX","METALS","H4R","COPPER FUTURES","CX-HG","CME","30","USD"
"CMX","METALS","H4T","COPPER FUTURES","CX-HG","CME","30","USD"
"CMX","METALS","H4W","COPPER FUTURES","CX-HG","CME","30","USD"
"CMX","METALS","H5E","COPPER FUTURES","CX-HG","CME","30","USD"
"CMX","METALS","H5M","COPPER FUTURES","CX-HG","CME","30","USD"
"CMX","METALS","H5R","COPPER FUTURES","CX-HG","CME","30","USD"
"CMX","METALS","H5T","COPPER FUTURES","CX-HG","CME","30","USD"
"CMX","METALS","H5W","COPPER FUTURES","CX-HG","CME","30","USD"
"CMX","METALS","HMM","COPPER FUTURES","CX-HG","CME","30","USD"
"CMX","METALS","HRO","U.S. MIDWEST DOMESTIC HOT-ROLLED COIL STEEL INDEX FUTURES","CX-HR","CME","8","USD"
"CMX","METALS","HWR","COPPER FUTURES","CX-HG","CME","30","USD"
"CMX","METALS","HWT","COPPER FUTURES","CX-HG","CME","30","USD"
"CMX","METALS","HWW","COPPER FUTURES","CX-HG","CME","30","USD"
"CMX","METALS","HX","COPPER FUTURES","CX-HG","CME","30","USD"
"CMX","METALS","HXW","COPPER FUTURES","CX-HG","CME","30","USD"
"CMX","METALS","ICT","IRON ORE FUTURES","CX-TIO","CME","20","USD"
"CMX","METALS","LHO","LITHIUM HYDROXIDE CIF CJK (FASTMARKETS) FUTURES","CX-LTH","CME","30","USD"
"CMX","METALS","M1S","SILVER FUTURES","CX-SI","CME","65","USD"
"CMX","METALS","M2S","SILVER FUTURES","CX-SI","CME","65","USD"
"CMX","METALS","M3S","SILVER FUTURES","CX-SI","CME","65","USD"
"CMX","METALS","M4S","SILVER FUTURES","CX-SI","CME","65","USD"
"CMX","METALS","M5S","SILVER FUTURES","CX-SI","CME","65","USD"
"CMX","METALS","MMG","GOLD FUTURES","CX-GC","CME","3","USD"
"CMX","METALS","OG","GOLD FUTURES","CX-GC","CME","35","USD"
"CMX","METALS","OG1","GOLD FUTURES","CX-GC","CME","35","USD"
"CMX","METALS","OG2","GOLD FUTURES","CX-GC","CME","35","USD"
"CMX","METALS","OG3","GOLD FUTURES","CX-GC","CME","35","USD"
"CMX","METALS","OG4","GOLD FUTURES","CX-GC","CME","35","USD"
"CMX","METALS","OG5","GOLD FUTURES","CX-GC","CME","35","USD"
"CMX","METALS","OGW","GOLD FUTURES","CX-GC","CME","35","USD"
"CMX","METALS","OMG","GOLD FUTURES","CX-GC","CME","3","USD"
"CMX","METALS","R1S","SILVER FUTURES","CX-SI","CME","65","USD"
"CMX","METALS","R2S","SILVER FUTURES","CX-SI","CME","65","USD"
"CMX","METALS","R3S","SILVER FUTURES","CX-SI","CME","65","USD"
"CMX","METALS","R4S","SILVER FUTURES","CX-SI","CME","65","USD"
"CMX","METALS","R5S","SILVER FUTURES","CX-SI","CME","65","USD"
"CMX","METALS","RWS","SILVER FUTURES","CX-SI","CME","65","USD"
"CMX","METALS","S1T","SILVER FUTURES","CX-SI","CME","65","USD"
"CMX","METALS","S2T","SILVER FUTURES","CX-SI","CME","65","USD"
"CMX","METALS","S3T","SILVER FUTURES","CX-SI","CME","65","USD"
"CMX","METALS","S4T","SILVER FUTURES","CX-SI","CME","65","USD"
"CMX","METALS","S5T","SILVER FUTURES","CX-SI","CME","65","USD"
"CMX","METALS","SMM","SILVER FUTURES","CX-SI","CME","65","USD"
"CMX","METALS","SO","SILVER FUTURES","CX-SI","CME","65","USD"
"CMX","METALS","SO1","SILVER FUTURES","CX-SI","CME","65","USD"
"CMX","METALS","SO2","SILVER FUTURES","CX-SI","CME","65","USD"
"CMX","METALS","SO3","SILVER FUTURES","CX-SI","CME","65","USD"
"CMX","METALS","SO4","SILVER FUTURES","CX-SI","CME","65","USD"
"CMX","METALS","SO5","SILVER FUTURES","CX-SI","CME","65","USD"
"CMX","METALS","SOW","SILVER FUTURES","CX-SI","CME","65","USD"
"CMX","METALS","SWW","SILVER FUTURES","CX-SI","CME","65","USD"
"CMX","METALS","TWS","SILVER FUTURES","CX-SI","CME","65","USD"
"CMX","METALS","W1S","SILVER FUTURES","CX-SI","CME","65","USD"
"CMX","METALS","W2S","SILVER FUTURES","CX-SI","CME","65","USD"
"CMX","METALS","W3S","SILVER FUTURES","CX-SI","CME","65","USD"
"CMX","METALS","W4S","SILVER FUTURES","CX-SI","CME","65","USD"
"CMX","METALS","W5S","SILVER FUTURES","CX-SI","CME","65","USD"
"CMX","METALS","WMG","GOLD FUTURES","CX-GC","CME","3","USD"
"NYM","AGRICULTURE","R46","D4 BIODIESEL RIN VS D6 ETHANOL RINS APO","NY-R46","CME","44","USD"
"NYM","AGRICULTURE","RO3","D3 CELLULOSIC RINS (OPIS) FUTURES","NY-RN3","CME","44","USD"
"NYM","AGRICULTURE","RO4","D4 BIODIESEL RINS (OPIS) FUTURES","NY-RN4","CME","44","USD"
"NYM","AGRICULTURE","RO6","D6 ETHANOL RINS (OPIS) FUTURES","NY-RN6","CME","44","USD"
"NYM","COAL","A8A","COAL (API 8) CFR SOUTH CHINA (ARGUS/MCCLOSKEY) SWAP FUTURES","NY-SSI","CME","30","USD"
"NYM","COAL","ACO","FOB AUSTRALIA PREMIUM HARD COKING COAL (TSI) FUTURES","NY-ACT","CME","100","USD"
"NYM","COAL","CLA","COAL (API 2) CIF ARA (ARGUS/MCCLOSKEY) SYNTHETIC CALENDAR FUTURES STRIP","NY-CLP","CME","240","USD"
"NYM","COAL","CPF","CSX COAL (PLATTS OTC BROKER INDEX) SWAPTION QUARTERLY COMBO","NY-CPM","CME","90","USD"
"NYM","COAL","CQA","COAL (API 2) CIF ARA (ARGUS/MCCLOSKEY) SYNTHETIC QUARTERLY FUTURES STRIP","NY-CQS","CME","60","USD"
"NYM","COAL","F2C","CALENDAR STRIP OF COAL (API 2) CIF ARA (ARGUS/MCCLOSKEY) FUTURE-STYLE COMBO","NY-F2M","CME","240","USD"
"NYM","COAL","F2Q","QUARTERLY STRIP OF COAL (API 2) CIF ARA (ARGUS/MCCLOSKEY) FUT-STYLE COMBO","NY-F2B","CME","60","USD"
"NYM","COAL","F4C","CAL STRIP OF COAL (API4) FOB RICHARDS BAY (ARGUS/MCCLOSKEY) FUT-STYLE COMBO","NY-F4M","CME","240","USD"
"NYM","COAL","F4Q","QTR STRIP OF COAL (API4) FOB RICHARDS BAY (ARGUS/MCCLOSKEY) FUT-STYLE COMBO","NY-F4B","CME","60","USD"
"NYM","COAL","MFO","COAL (API 4) FOB RICHARDS BAY (ARGUS/MCCLOSKEY) SWAP FUTURES","NY-MFF","CME","40","USD"
"NYM","COAL","MFY","COAL (API 4) FOB RICHARDS BAY (ARGUS/MCCLOSKEY) SYNTHETIC CALENDAR FUTURES STRIP","NY-RLS","CME","240","USD"
"NYM","COAL","MTC","COAL (API 2) CIF ARA (ARGUS/MCCLOSKEY) SYNTHETIC CALENDAR FUTURES STRIP","NY-CLP","CME","240","USD"
"NYM","COAL","MTO","COAL (API 2) CIF ARA (ARGUS/MCCLOSKEY) SWAP FUTURESS","NY-MTF","CME","20","USD"
"NYM","COAL","RPF","POWDER RIVER BASIN COAL (PLATTS OTC BROKER INDEX) SWAPTION QUARTERLY COMBO","NY-RPM","CME","90","USD"
"NYM","COAL","RQA","COAL (API 4) FOB RICHARDS BAY (ARGUS/MCCLOSKEY) SYTHENTIC QUARTERLY FUTURES STRIP","NY-RQS","CME","60","USD"
"NYM","CRUDE OIL","6E","CRUDE OIL COMBO ON QUARTERLY STRIP","NY-8T","CME","90","USD"
"NYM","CRUDE OIL","6F","CRUDE OIL COMBO ON CALENDAR STRIP","NY-8S","CME","360","USD"
"NYM","CRUDE OIL","6Y","SEMI-ANNUAL STRIP FOR CRUDE OIL SNT","NY-8SS","CME","180","USD"
"NYM","CRUDE OIL","AH","DUBAI CRUDE OIL (PLATTS) CALENDAR SWAP FUTURES","NY-DC","CME","50","USD"
"NYM","CRUDE OIL","BDE","BRENT 25-DAY (PLATTS) FUTURES","NY-NBZ","CME","30","USD"
"NYM","CRUDE OIL","BDO","BRENT 25-DAY (PLATTS) FUTURES","NY-NBZ","CME","30","USD"
"NYM","CRUDE OIL","BPC","BRENT OPTION ON CALENDAR FUTURES STRIP","NY-BPS","CME","360","USD"
"NYM","CRUDE OIL","BQP","BRENT OPTION ON QUARTERLY FUTURES STRIP","NY-BQS","CME","90","USD"
"NYM","CRUDE OIL","DBP","DATED BRENT (PLATTS) CALENDAR SWAP FUTURES","NY-UB","CME","40","USD"
"NYM","CRUDE OIL","ECC10","EVENT CL","ECCL","CME","1","USD"
"NYM","CRUDE OIL","ECC11","EVENT CL","ECCL","CME","1","USD"
"NYM","CRUDE OIL","ECC13","EVENT CL","ECCL","CME","1","USD"
"NYM","CRUDE OIL","ECC15","EVENT CL","ECCL","CME","1","USD"
"NYM","CRUDE OIL","ECC16","EVENT CL","ECCL","CME","1","USD"
"NYM","CRUDE OIL","ECCL","EVENT CL","ECCL","CME","1","USD"
"NYM","CRUDE OIL","HCA","WTI HOUSTON TRADE MONTH FUTURES","NY-HTE","CME","50","USD"
"NYM","CRUDE OIL","HCC","WTI HOUSTON CALENDAR MONTH FUTURES","NY-HTC","CME","50","USD"
"NYM","CRUDE OIL","HCO","WTI HOUSTON CRUDE OIL FUTURES","NY-HCL","CME","50","USD"
"NYM","CRUDE OIL","XAO","LLS (ARGUS) CALENDAR SWAP FUTURES","NY-XA","CME","30","USD"
"NYM","CRUDE OIL SPREADS","7A","WTI CRUDE OIL 1 MONTH CSO","NY-A2","CME","20","USD"
"NYM","CRUDE OIL SPREADS","7B","WTI CRUDE OIL 2 MONTH CSO","NY-6A","CME","25","USD"
"NYM","CRUDE OIL SPREADS","7C","WTI CRUDE OIL 3 MONTH CSO","NY-5A","CME","25","USD"
"NYM","CRUDE OIL SPREADS","7M","WTI CRUDE OIL 6 MONTH CSO","NY-4A","CME","25","USD"
"NYM","CRUDE OIL SPREADS","7Z","WTI CRUDE OIL 12 MONTH CSO","NY-3A","CME","25","USD"
"NYM","CRUDE OIL SPREADS","9B","BRENT CRUDE OIL 2 MONTH CSO","NY-6B","CME","25","USD"
"NYM","CRUDE OIL SPREADS","9C","BRENT CRUDE OIL 1 MONTH CSO","NY-2A","CME","25","USD"
"NYM","CRUDE OIL SPREADS","9D","BRENT CRUDE OIL 3 MONTH CSO","NY-5B","CME","25","USD"
"NYM","CRUDE OIL SPREADS","9L","BRENT CRUDE OIL 6 MONTH CSO","NY-4B","CME","25","USD"
"NYM","CRUDE OIL SPREADS","9Y","BRENT CRUDE OIL 12 MONTH CSO","NY-3B","CME","25","USD"
"NYM","CRUDE OIL SPREADS","AA","BRENT 1 MONTH CALENDAR COMBO","NY-BD","CME","25","USD"
"NYM","CRUDE OIL SPREADS","AB","BRENT 2 MONTH CALENDAR COMBO","NY-BF","CME","25","USD"
"NYM","CRUDE OIL SPREADS","AC","BRENT 3 MONTH CALENDAR COMBO","NY-BJ","CME","25","USD"
"NYM","CRUDE OIL SPREADS","AM","BRENT 6 MONTH CALENDAR COMBO","NY-BM","CME","25","USD"
"NYM","CRUDE OIL SPREADS","AZ","BRENT 12 MONTH CALENDAR COMBO","NY-BQ","CME","25","USD"
"NYM","CRUDE OIL SPREADS","BV","WTI-BRENT (ICE) BULLET SWAP FUTURES","NY-BY","CME","30","USD"
"NYM","CRUDE OIL SPREADS","CCO","CANADIAN C5+ CONDENSATE INDEX (NET ENERGY) FUTURES","NY-CC5","CME","50","USD"
"NYM","CRUDE OIL SPREADS","CLR","WTI VS. DATED BRENT (PLATTS) CALENDAR MONTH FUTURES","NY-CLD","CME","40","USD"
"NYM","CRUDE OIL SPREADS","DNM","WEST TEXAS INTERMEDIATE 1 MONTH CALENDAR COMBO","NY-CA","CME","20","USD"
"NYM","CRUDE OIL SPREADS","DTM","WEST TEXAS INTERMEDIATE 2 MONTH CALENDAR COMBO","NY-CQ","CME","25","USD"
"NYM","CRUDE OIL SPREADS","E5O","ARGUS LLS VS. WTI (ARGUS) TRADE MONTH SWAP FUTURES","NY-E5","CME","40","USD"
"NYM","CRUDE OIL SPREADS","FFO","WTI MIDLAND (ARGUS) VS. WTI FINANCIAL FUTURES","NY-FF","CME","40","USD"
"NYM","CRUDE OIL SPREADS","FHO","WTS (ARGUS) VS. WTI SPREAD TRADE MONTH SWAP FUTURES","NY-FH","CME","40","USD"
"NYM","CRUDE OIL SPREADS","HAP","SYNTHETIC HCL VS CL","NY-WHL","CME","40","USD"
"NYM","CRUDE OIL SPREADS","HCB","SYNTHETIC HCL VS BZ","NY-WHZ","CME","40","USD"
"NYM","CRUDE OIL SPREADS","HCD","WTI HOUSTON VS. DATED BRENT (PLATTS) CALENDAR MONTH FUTURE","NY-HDB","CME","40","USD"
"NYM","CRUDE OIL SPREADS","HCR","WTI HOUSTON VS. BRENT CALENDAR MONTH FUTUR","NY-HBC","CME","40","USD"
"NYM","CRUDE OIL SPREADS","HIO","WTI HOUSTON (ARGUS) VS. WTI FINANCIAL FUTURES","NY-HIL","CME","40","USD"
"NYM","CRUDE OIL SPREADS","HPO","WTI HOUSTON VS. WTI CALENDAR MONTH FUTURES","NY-HTM","CME","40","USD"
"NYM","CRUDE OIL SPREADS","HTO","WTI HOUSTON (ARGUS) VS. WTI TRADE MONTH FUTURES","NY-HTT","CME","40","USD"
"NYM","CRUDE OIL SPREADS","LHN","WTI HOUSTON VS WTI MIDLAND TRADE MONTH APO","NY-LHN","CME","30","USD"
"NYM","CRUDE OIL SPREADS","LRO","LLS (ARGUS) VS. BRENT CRUDE OIL FINANCIAL FUTURES","NY-LLR","CME","25","USD"
"NYM","CRUDE OIL SPREADS","SSO","SYNTHETIC SWEET OIL (NET ENERGY) MONTHLY INDEX FUTURES","NY-SSW","CME","50","USD"
"NYM","CRUDE OIL SPREADS","SWO","LIGHT SWEET OIL (NET ENERGY) MONTHLY INDEX FUTURES","NY-LSW","CME","50","USD"
"NYM","CRUDE OIL SPREADS","WA","WEST TEXAS INTERMEDIATE 1 MONTH CALENDAR COMBO","NY-CA","CME","20","USD"
"NYM","CRUDE OIL SPREADS","WAO","WCS CUSHING (ARGUS) VS. WTI CALENDAR MONTH FUTURES","NY-WNC","CME","30","USD"
"NYM","CRUDE OIL SPREADS","WB","WEST TEXAS INTERMEDIATE 2 MONTH CALENDAR COMBO","NY-CQ","CME","25","USD"
"NYM","CRUDE OIL SPREADS","WC","WEST TEXAS INTERMEDIATE 3 MONTH CALENDAR COMBO","NY-CT","CME","25","USD"
"NYM","CRUDE OIL SPREADS","WCI","WESTERN CANADIAN SELECT OIL (NET ENERGY) MONTHLY INDEX FUTURES","NY-WCW","CME","50","USD"
"NYM","CRUDE OIL SPREADS","WCO","WESTERN CANADIAN SELECT (WCS) CRUDE OIL FUTURES","NY-WCE","CME","50","USD"
"NYM","CRUDE OIL SPREADS","WJO","LLS (ARGUS) VS. WTI SPREAD CALENDAR SWAP FUTURES","NY-WJ","CME","25","USD"
"NYM","CRUDE OIL SPREADS","WM","WEST TEXAS INTERMEDIATE 6 MONTH CALENDAR COMBO","NY-CV","CME","25","USD"
"NYM","CRUDE OIL SPREADS","WNO","WCS CUSHING (ARGUS) VS. WTI TRADE MONTH FUTURES","NY-WNT","CME","30","USD"
"NYM","CRUDE OIL SPREADS","WSO","WTS (ARGUS) VS. WTI FINANCIAL FUTURES","NY-WTA","CME","30","USD"
"NYM","CRUDE OIL SPREADS","WTO","WTI MIDLAND (ARGUS) VS. WTI TRADE MONTH FUTURES","NY-WTT","CME","30","USD"
"NYM","CRUDE OIL SPREADS","WZ","WEST TEXAS INTERMEDIATE 12 MONTH CALENDAR COMBO","NY-CX","CME","25","USD"
"NYM","CRUDE OIL SPREADS","YVO","MARS (ARGUS) VS. WTI SPREAD TRADE MONTH SWAP FUTURES","NY-YV","CME","40","USD"
"NYM","CRUDE OIL SPREADS","YXO","MARS (ARGUS) VS. WTI SPREAD CALENDAR SWAP FUTURES","NY-YX","CME","40","USD"
"NYM","DME Products","DRD","DME OMAN CRUDE OIL CALENDAR FUTURES","NY-ODO","CME","50","USD"
"NYM","ELECTRICITY","6OA","PJM WESTERN HUB REAL-TIME PEAK 5 MW OPTION ON CALENDAR FUTURES STRIP","NY-28A","CME","360","USD"
"NYM","ELECTRICITY","6OO","PJM WST HUB RT OFPK 50 MW CLST OPT","NY-OO6","CME","6000","USD"
"NYM","ELECTRICITY","9T","NYISO ZONE A PEAK LBMP SWAP FUTURES","NY-K3","CME","50","USD"
"NYM","ELECTRICITY","9U","NYISO ZONE G PEAK LBMP SWAP FUTURES","NY-T3","CME","50","USD"
"NYM","ELECTRICITY","9V","NYISO ZONE J DAY-AHEAD PEAK CALENDAR-MONTH 5 MW FUTURES","NY-D3","CME","50","USD"
"NYM","ELECTRICITY","CSZ","CAISO SP15 EZ GEN HUB 5 MW PEAK CALENDAR-MONTH DAY-AHEAD LMP SWAP FUTURES","NY-9X","CME","10","USD"
"NYM","ELECTRICITY","INE","ISO NEW ENGLAND INTERNAL HUB 5 MW PEAK CALENDAR-MONTH DAY-AHEAD LMP SWAP FUTURES","NY-U6","CME","30","USD"
"NYM","ELECTRICITY","J01","PJM WEST HUB RT SAME DAY OPTION SYNTHETIC","NY-M01","CME","400","USD"
"NYM","ELECTRICITY","J02","PJM WEST HUB RT SAME DAY OPTION SYNTHETIC","NY-M02","CME","400","USD"
"NYM","ELECTRICITY","J03","PJM WEST HUB RT SAME DAY OPTION SYNTHETIC","NY-M03","CME","400","USD"
"NYM","ELECTRICITY","J04","PJM WEST HUB RT SAME DAY OPTION SYNTHETIC","NY-M04","CME","400","USD"
"NYM","ELECTRICITY","J05","PJM WEST HUB RT SAME DAY OPTION SYNTHETIC","NY-M05","CME","400","USD"
"NYM","ELECTRICITY","J06","PJM WEST HUB RT SAME DAY OPTION SYNTHETIC","NY-M06","CME","400","USD"
"NYM","ELECTRICITY","J07","PJM WEST HUB RT SAME DAY OPTION SYNTHETIC","NY-M07","CME","400","USD"
"NYM","ELECTRICITY","J08","PJM WEST HUB RT SAME DAY OPTION SYNTHETIC","NY-M08","CME","400","USD"
"NYM","ELECTRICITY","J09","PJM WEST HUB RT SAME DAY OPTION SYNTHETIC","NY-M09","CME","400","USD"
"NYM","ELECTRICITY","J10","PJM WEST HUB RT SAME DAY OPTION SYNTHETIC","NY-M10","CME","400","USD"
"NYM","ELECTRICITY","J11","PJM WEST HUB RT SAME DAY OPTION SYNTHETIC","NY-M11","CME","400","USD"
"NYM","ELECTRICITY","J12","PJM WEST HUB RT SAME DAY OPTION SYNTHETIC","NY-M12","CME","400","USD"
"NYM","ELECTRICITY","J13","PJM WEST HUB RT SAME DAY OPTION SYNTHETIC","NY-M13","CME","400","USD"
"NYM","ELECTRICITY","J14","PJM WEST HUB RT SAME DAY OPTION SYNTHETIC","NY-M14","CME","400","USD"
"NYM","ELECTRICITY","J15","PJM WEST HUB RT SAME DAY OPTION SYNTHETIC","NY-M15","CME","400","USD"
"NYM","ELECTRICITY","J16","PJM WEST HUB RT SAME DAY OPTION SYNTHETIC","NY-M16","CME","400","USD"
"NYM","ELECTRICITY","J17","PJM WEST HUB RT SAME DAY OPTION SYNTHETIC","NY-M17","CME","400","USD"
"NYM","ELECTRICITY","J18","PJM WEST HUB RT SAME DAY OPTION SYNTHETIC","NY-M18","CME","400","USD"
"NYM","ELECTRICITY","J19","PJM WEST HUB RT SAME DAY OPTION SYNTHETIC","NY-M19","CME","400","USD"
"NYM","ELECTRICITY","J20","PJM WEST HUB RT SAME DAY OPTION SYNTHETIC","NY-M20","CME","400","USD"
"NYM","ELECTRICITY","J21","PJM WEST HUB RT SAME DAY OPTION SYNTHETIC","NY-M21","CME","400","USD"
"NYM","ELECTRICITY","J22","PJM WEST HUB RT SAME DAY OPTION SYNTHETIC","NY-M22","CME","400","USD"
"NYM","ELECTRICITY","J23","PJM WEST HUB RT SAME DAY OPTION SYNTHETIC","NY-M23","CME","400","USD"
"NYM","ELECTRICITY","J24","PJM WEST HUB RT SAME DAY OPTION SYNTHETIC","NY-M24","CME","400","USD"
"NYM","ELECTRICITY","J25","PJM WEST HUB RT SAME DAY OPTION SYNTHETIC","NY-M25","CME","400","USD"
"NYM","ELECTRICITY","J26","PJM WEST HUB RT SAME DAY OPTION SYNTHETIC","NY-M26","CME","400","USD"
"NYM","ELECTRICITY","J27","PJM WEST HUB RT SAME DAY OPTION SYNTHETIC","NY-M27","CME","400","USD"
"NYM","ELECTRICITY","J28","PJM WEST HUB RT SAME DAY OPTION SYNTHETIC","NY-M28","CME","400","USD"
"NYM","ELECTRICITY","J29","PJM WEST HUB RT SAME DAY OPTION","NY-M29","CME","400","USD"
"NYM","ELECTRICITY","J30","PJM WEST HUB RT SAME DAY OPTION","NY-M30","CME","400","USD"
"NYM","ELECTRICITY","J31","PJM WEST HUB RT SAME DAY OPTION SYNTHETIC","NY-M31","CME","400","USD"
"NYM","ELECTRICITY","JCL","PJM JCPL ZONE PEAK CALENDAR-MONTH DAY-AHEAD LMP SWAP FUTURES","NY-J2","CME","10","USD"
"NYM","ELECTRICITY","JO","PJM PEAK CALENDAR-MONTH LMP SWAP FUTURES","NY-JM","CME","70","USD"
"NYM","ELECTRICITY","JOA","PJM WESTERN HUB PEAK CALENDAR-MONTH REAL-TIME LMP SWAP FUTURES","NY-L1","CME","30","USD"
"NYM","ELECTRICITY","JTO","JAPANESE POWER TOKYO BASELOAD FUTURES","NY-JBT","CME","10","JPY"
"NYM","ELECTRICITY","N9P","PJM WESTERN HUB OFF-PEAK CALENDAR-MONTH REAL-TIME LMP SWAP FUTURES","NY-N9","CME","1","USD"
"NYM","ELECTRICITY","NEL","ISO NEW ENGLAND INTERNAL HUB PEAK LMP OPTION ON CALENDAR FUTURES STRIP","NY-NES","CME","600","USD"
"NYM","ELECTRICITY","OEA","MISO INDIANA HUB (FORMERLY CINERGY HUB) REAL-TIME PEAK 5 MW OPTION ON CALENDAR FUTURES STRIP","NY-7EM","CME","600","USD"
"NYM","ELECTRICITY","OUA","PJM NORTHERN ILLINOIS HUB 5 MW PEAK CALENDAR-MONTH REAL-TIME LMP SWAP FUTURES","NY-B3","CME","30","USD"
"NYM","ELECTRICITY","OYA","MIDWEST ISO CINERGY HUB 5 MW PEAK CALENDAR-MONTH REAL-TIME SWAP FUTURES","NY-H3","CME","30","USD"
"NYM","ELECTRICITY","PDA","PJM WESTERN HUB DAY-AHEAD PEAK AVERAGE PRICE MONTHLY FUTURES 5 MW","NY-SDD","CME","690","USD"
"NYM","ELECTRICITY","PEP","PJM PEPCO ZONE PEAK CALENDAR-MONTH DAY-AHEAD LMP SWAP FUTURES","NY-R8","CME","10","USD"
"NYM","ELECTRICITY","PJD","PJM AEP DAYTON HUB 5MW PEAK CALENDAR-MONTH REAL-TIME LMP SWAP FUTURES","NY-Z9","CME","30","USD"
"NYM","ELECTRICITY","PJH","SYNTHETIC PJM NORTHERN ILLINOIS HUB PEAK 50 MW CALENDAR-MONTH LMP OPTION ON CALENDAR FUTURES STRIP","NY-PNS","CME","144000","USD"
"NYM","ELECTRICITY","PJN","PJM NORTHERN ILLINOIS HUB 5 MW PEAK CALENDAR-MONTH REAL-TIME LMP SWAP FUTURES","NY-B3","CME","30","USD"
"NYM","ELECTRICITY","PJP","SYNTHETIC PJM AEP DAYTON HUB PEAK 50 MW CALENDAR-MONTH LMP OPTION ON CALENDAR FUTURES STRIP","NY-PAS","CME","144000","USD"
"NYM","ELECTRICITY","PMA","PJM WESTERN HUB PEAK CALENDAR-MONTH REAL-TIME LMP SWAP FUTURES","NY-L1","CME","30","USD"
"NYM","ELECTRICITY","PRT","PJM WESTERN HUB REAL-TIME PEAK AVERAGE PRICE MONTHLY FUTURES 5 MW","NY-SRT","CME","690","USD"
"NYM","ELECTRICITY","PSG","PJM PSEG ZONE PEAK CALENDAR-MONTH DAY-AHEAD LMP SWAP FUTURES","NY-L6","CME","10","USD"
"NYM","ENVIRONMENTAL","6U","IN DELIVERY MONTH EUROPEAN UNION ALLOWANCE (EUA) FUTURES","NY-6T","CME","0","EUR"
"NYM","ENVIRONMENTAL","9G","IN DELIVERY MONTH EUROPEAN UNION ALLOWANCE (EUA) FUTURES","NY-6T","CME","0","EUR"
"NYM","ENVIRONMENTAL","AS","SO2 EMISSIONS ALLOWANCE FUTURES","NY-RS","CME","60","USD"
"NYM","ENVIRONMENTAL","CAO","CALIFORNIA CARBON ALLOWANCE FUTURES","NY-CCA","CME","45","USD"
"NYM","ENVIRONMENTAL","CO","CLIMATE ACTION RESERVE(CAR) FUTURES (NON-VINTAGE","NY-CR","CME","23","USD"
"NYM","ENVIRONMENTAL","CPE","CERTIFIED EMISSION REDUCTION PLUS (CERPLUS) FUTURES","NY-CPL","CME","2","EUR"
"NYM","ENVIRONMENTAL","ECO","EUROPEAN UNION ALLOWANCES (EUA) FUTURES","NY-ECF","CME","135","EUR"
"NYM","ENVIRONMENTAL","OR","REGIONAL GREENHOUSE GAS INITIATIVE (RGGI) CO2 ALLOWANCE FUTURES","NY-RJ","CME","9","USD"
"NYM","ENVIRONMENTAL","PCL","CERTIFIED EMISSION REDUCTION PLUS (CERPLUS) FUTURES","NY-CPL","CME","2","EUR"
"NYM","ENVIRONMENTAL","S2","SO2 EMISSIONS ALLOWANCE FUTURES","NY-RS","CME","15","USD"
"NYM","ETHANOL","CE1","CHICAGO ETHANOL (PLATTS) CALENDAR SPREAD OPTION - ONE MONTH COMBO","NY-1CE","CME","25","USD"
"NYM","ETHANOL","CE2","CHICAGO ETHANOL (PLATTS) CALENDAR SPREAD OPTION - TWO MONTH COMBO","NY-2CE","CME","25","USD"
"NYM","ETHANOL","CE3","CHICAGO ETHANOL (PLATTS) CALENDAR SPREAD OPTION - THREE MONTH COMBO","NY-3CE","CME","25","USD"
"NYM","ETHANOL","CE6","CHICAGO ETHANOL (PLATTS) CALENDAR SPREAD OPTION - SIX MONTH COMBO","NY-6CE","CME","25","USD"
"NYM","ETHANOL","CVR","CHICAGO ETHANOL (PLATTS) SWAP FUTURES","NY-CU","CME","40","USD"
